node_id,drug,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15
13935,Canagliflozin,-0.084350966,0.042094752,-0.08316991,-0.14629102,-0.15934962,0.07997461,-0.114058524,0.029550523,0.0020049661,-0.13331273,-0.094509244,0.35165843,0.06873074,-0.09704214,-0.15943074,0.023592293
13934,Fluticasone furoate,-0.107285835,-0.19549808,-0.10546745,-0.15022261,-0.05365483,0.095801294,-0.08711193,-0.13244574,0.020820819,-0.07740916,-0.063775495,0.1837218,-0.051228806,0.01049412,-0.0290609,-0.06838821
13933,Glycerol phenylbutyrate,-0.071488775,0.19017972,0.10117644,0.27048886,0.04395072,-0.054690268,0.20384242,0.30267304,-0.27187294,0.043669656,0.1226679,0.021700311,0.22413534,0.12849349,-0.21286513,0.10418127
13927,Ivacaftor,-0.15083554,-0.054760896,-0.104059786,-0.22617276,-0.09035742,0.10025956,-0.08416979,-0.0817827,-0.025226861,-0.13508752,-0.07101614,0.3575157,0.12487954,-0.14237197,-0.17365812,-0.060364142
13926,Azilsartan medoxomil,0.06547083,0.121473655,0.06411125,0.1690714,-0.078933045,-0.06531781,0.17147939,0.36573994,-0.16136183,0.21197623,0.07430313,-0.060335614,0.067394674,0.2145006,-0.020914279,0.009540439
13925,Ioflupane I-123,-0.22774443,0.02271761,0.123544976,0.09356344,0.032058302,0.048288267,0.26767862,0.19360593,-0.10449697,0.14098114,0.0111126155,0.23865381,0.40658942,0.058069326,-0.31619126,0.11846755
13923,Deferiprone,0.13680108,0.12601279,-0.026262164,0.044936225,-0.0039500482,-0.07554105,0.17615066,0.22661847,-0.19559418,0.21892518,0.03768476,-0.10091049,-0.013319045,0.25912407,0.12659582,-0.04923987
13922,Vismodegib,-0.14231989,-0.077730626,0.014756009,-0.15491617,-0.046860404,0.030374777,-0.08641143,-0.17391786,0.17274988,-0.19790007,-0.047858458,0.26617077,0.104854465,-0.25707722,-0.14238198,0.01761759
13921,Lomitapide,-0.20369792,-0.02525431,0.03307566,0.040555358,-0.04174105,0.052564587,0.045308426,-0.08767636,0.0525826,-0.07510223,-0.07360165,0.24853176,0.21350452,-0.04197759,-0.1901582,-0.010218423
13919,Tofisopam,-0.17740205,0.1526183,0.07513568,0.12683359,-0.004540492,-0.058167744,0.11720215,0.08785543,-0.06008485,0.12803063,-0.041478373,0.2643038,0.25865918,0.027506761,-0.23635487,0.033972375
13918,Cinitapride,-0.123459734,-0.050220348,0.059608936,0.05843866,0.02346864,0.044817064,0.09451695,0.06936258,-0.057115585,0.07670002,0.013870671,0.21369201,0.2649007,-0.09553894,-0.25903797,0.12156192
13916,Lurasidone,-0.33269477,-0.2708403,0.07864298,-0.10404694,0.0861904,0.0554371,0.055989727,-0.33296221,0.1847162,-0.05262672,-0.024517372,0.18732226,0.21291909,-0.2308488,-0.15385377,0.10167577
13914,Ticagrelor,-0.1201208,-0.10506429,-0.024887055,-0.060682543,-0.017128278,0.03208017,-0.054525666,-0.09018103,0.08597144,-0.07633349,-0.04201789,0.20177323,0.111376405,-0.090705134,-0.09124957,-0.062050093
13913,Tafluprost,-0.004516963,0.06232299,0.036263272,0.07121144,-0.012429245,0.028023895,0.006087154,-0.037914038,-0.019363001,-0.19526559,0.009540655,0.035978053,0.056824967,-0.0466009,-0.11527477,0.062722825
13910,Chloropyramine,-0.046862483,-0.07013619,0.1551908,0.08134174,0.034393072,0.116210654,0.18692644,0.078041494,0.036208123,0.09195191,0.010964863,0.1163276,0.3169509,-0.13234381,-0.21693881,0.17421994
13909,Isothipendyl,-0.083495654,-0.07958099,0.09757766,0.11893228,0.14008357,0.04133055,0.09165448,0.05546555,-0.020641387,0.14324158,-0.058024358,0.11073837,0.27370986,-0.055776503,-0.15783076,0.13710919
13908,Dimetindene,-0.3336321,-0.120868176,0.1163034,-0.10155633,0.09991652,0.08682661,0.19425742,-0.18680967,0.11833427,0.08397958,-0.07171254,0.27640155,0.4403313,-0.13581416,-0.22557656,0.1285856
13907,Nandrolone decanoate,0.034603935,-0.0970505,-0.03630268,-0.096007966,0.012503987,-0.0128639005,0.008240253,0.01132156,-0.020930588,0.009175971,-0.0185837,0.039229773,-0.11867978,0.0485859,0.037758168,-0.04719246
13905,Roxatidine acetate,-0.14926124,-0.07123055,0.18842906,0.058968037,-0.047516488,0.06710458,0.19641273,0.085960716,-0.0076964498,0.11861947,0.035530053,0.066062294,0.32105342,-0.08272727,-0.19870783,0.058400586
13903,Bupranolol,-0.20104137,-0.073565245,0.1683118,-0.1410844,0.06173427,0.0009502731,0.23046617,-0.047752157,0.1854169,0.062616944,-0.06831064,0.24178162,0.44187543,-0.1761341,-0.17791654,0.18926564
13902,Bopindolol,-0.2212143,-0.18387404,0.13455313,-0.22024623,0.02001657,0.04824026,0.15920769,-0.24527192,0.3577894,-0.07966742,-0.09924647,0.22941205,0.39169076,-0.22546265,-0.06499539,0.08088615
13899,Pitavastatin,0.34185004,-0.1797903,-0.16827258,-0.10277092,0.0071639773,0.03492265,-0.22677803,-0.21251625,0.1057579,-0.26558042,-0.026229035,-0.2709042,-0.5834894,-0.0939713,0.3427205,-0.041372366
13894,Rilpivirine,-0.0644096,-0.21502548,-0.2711435,-0.2628829,-0.076396585,0.13041493,-0.2888261,-0.37651026,0.1631854,-0.20922935,-0.16568404,0.31673813,-0.3020809,-0.081924565,0.024838656,-0.05616285
13890,Crizotinib,0.18202022,0.05706677,-0.038777724,0.21096602,0.02340915,-0.08725561,-0.008199394,0.097950876,-0.14340632,0.104364514,0.08210463,-0.3142222,-0.30890238,0.20171684,0.18671295,-0.069164686
13888,Fingolimod,-0.19468895,0.058109596,0.15675256,0.19370264,-0.036165155,0.028172988,0.26611984,0.14458358,-0.057793126,0.1107018,0.096302174,0.15169558,0.36688295,-0.0015087798,-0.27056217,0.17442816
13864,Acetylcarnitine,-0.06932409,0.039061353,-0.0670094,0.067365915,0.11564329,-0.07879637,-0.02103059,-0.0046646595,-0.012857333,0.10907984,0.00743486,0.045194555,0.039281383,-0.014900766,-0.0528778,-0.055450995
13852,Hydroxyproline,-0.022161238,0.025169536,0.07526544,0.37357712,0.0712198,-0.089231834,0.17828818,0.20589623,-0.13260011,0.39058447,0.13592494,-0.15983555,-0.0009509027,0.25254792,-0.08442071,0.022381216
13840,Spaglumic acid,0.033314154,-0.014999494,0.04766549,0.1287933,0.045023825,-0.015357215,0.14074759,0.09756839,-0.027293414,0.23070547,-0.011603989,-0.025618732,0.117482156,0.1422073,-0.033153817,0.021124505
13838,Tauroursodeoxycholic acid,0.077472776,-0.011362523,-0.008613676,-0.07155457,-0.17714518,0.011107821,-0.030765995,0.1870996,0.0040120482,-0.0020682365,0.01847709,0.15037876,-0.06604754,0.028892823,-0.038321115,-0.016965497
13815,Linaclotide,0.0334368,0.08389707,0.03263092,0.20560929,0.07160494,-0.10451393,0.1554239,0.26737794,-0.17323162,0.10078645,0.06497493,-0.027909473,0.13467112,0.1575562,-0.06849934,0.0025654621
13813,Mirabegron,-0.16682819,-0.15996888,-0.14055176,-0.34213892,-0.1385686,0.111259475,-0.24710646,-0.27296847,0.21998064,-0.25301582,-0.10734245,0.410887,-0.051241994,-0.24402449,-0.101434395,-0.060082838
13806,Aclidinium,-0.29000854,-0.41512215,-0.006472707,-0.18073402,0.14363188,0.2648865,0.10519071,-0.08163884,0.12799984,0.0037225932,0.031330854,0.17534582,0.4035367,-0.20546491,-0.2730584,0.07146988
13804,Regorafenib,-0.057039894,-0.04711266,0.05666156,-0.0134474635,-0.052170042,0.1011277,0.018190786,-0.12321699,0.09531343,-0.06044022,-0.078598894,0.20204788,0.12034315,-0.049680166,-0.15284358,0.037503213
13802,Enzalutamide,-0.14653823,-0.26768947,-0.25866282,-0.31621498,-0.0023897998,0.11214437,-0.29674673,-0.46791536,0.22662488,-0.28669053,-0.16930717,0.32183594,-0.21224074,-0.18299764,0.012496367,-0.11530141
13793,Linagliptin,-0.09701101,0.035268113,-0.07638011,-0.006801009,-0.009392053,0.06182049,-0.08277814,-0.20155478,0.14061822,-0.22022173,-0.10699347,0.2154749,0.017688423,-0.055395197,-0.08638373,0.029107109
13792,Vemurafenib,0.19696459,-0.199781,0.039084375,-0.029793575,0.059347022,0.05188333,0.007576436,-0.2115882,0.15024415,-0.02996844,-0.023062784,-0.26963356,-0.21744308,-0.09882434,0.2548896,-0.006085016
13791,Gadoxetic acid,-0.029985715,-0.10258634,-0.20837939,-0.10009998,-0.120695695,-0.056879807,-0.35008433,-0.056771293,0.10644168,-0.20505814,-0.048140556,0.1664575,-0.32540005,-0.043887638,0.110637546,-0.123182036
13782,Icosapent ethyl,-0.012448113,0.111557946,0.22128406,0.3271558,0.084052294,-0.14330904,0.27992558,0.3049118,-0.17014347,0.17162484,0.1923424,-0.18987522,0.20374048,0.1420435,-0.019000784,0.15047017
13779,Carfilzomib,0.010823265,0.029820517,0.038863346,0.12803993,-0.03736249,-0.005880464,0.11620636,0.13260952,-0.09232071,0.011057392,0.061550565,-0.119480185,0.14071873,0.1323606,0.005063355,-0.013991296
13776,Eribulin,0.04080437,-0.139377,-0.025638103,-0.0149641335,0.008767653,-0.004195679,0.02052021,0.11581749,-0.029020354,0.20488217,0.017523415,-0.009621091,-0.0377966,0.025379635,0.03849168,-0.043187115
13774,Boceprevir,-0.1506418,0.004954189,-0.02927477,0.008297101,0.0135998875,0.10019613,0.08228043,-0.07633041,-0.07122594,-0.14795709,-0.05707036,0.17464957,0.23443887,-0.11259493,-0.19687824,-0.011876859
13768,Fidaxomicin,-0.13512391,-0.06874688,-0.02336032,-0.15307614,-0.056679253,-0.03458005,0.0071030557,-0.0076369345,0.0076682866,0.010083675,-0.02300467,0.27089942,0.118334204,-0.03801377,-0.10012637,0.00054421276
13765,Ruxolitinib,-0.07492853,0.124938175,0.15242046,0.3516044,-0.016717162,-0.13994999,0.15552188,0.25063026,-0.08135222,0.29070085,0.12958711,-0.14929566,0.06771839,0.17454669,-0.036227003,0.041685753
13754,Amisulpride,-0.26132023,-0.2169328,0.03173977,-0.16551758,-0.0040984005,0.11449072,0.059610993,-0.17955232,0.12089217,-0.03829086,-0.065614164,0.28308645,0.2852025,-0.22378758,-0.19660549,0.018999018
13721,Isoxsuprine,0.10664322,-0.20234294,-0.051082075,0.06290254,0.061610486,0.06981552,0.11379804,0.111512065,-0.15309419,-0.019521564,0.008308522,-0.03659489,0.022203743,0.15884241,-0.004334837,0.004477285
13713,Isoaminile,-0.06797491,-0.06264908,0.15697792,0.08981064,-0.07164028,0.078333005,0.1736498,0.24746293,-0.14356335,0.07145636,0.030799106,0.114738174,0.2997674,0.04930093,-0.23590825,0.030757256
13711,Iopamidol,0.017181233,-0.0876204,-0.1037787,-0.03203149,0.06018256,0.017858151,-0.05543808,-0.15133177,0.08026026,-0.069116764,-0.06379128,0.063574344,-0.11403107,-0.00035241246,0.0039756075,0.0150408
13709,Iopanoic acid,0.17259407,-0.060332738,-0.17266625,-0.14428614,-0.1132648,0.0012735166,-0.15972023,-0.00850223,0.046204403,-0.09212907,-0.048238605,0.01821578,-0.27944398,0.04320041,0.18033856,-0.09729765
13702,Dolutegravir,0.028690744,0.19570298,0.0126720965,0.19912374,-0.08805923,-0.06607738,0.022842616,0.27891573,-0.21347709,0.014647335,0.076737784,-0.026950605,0.05051589,0.1699793,-0.0228675,-0.0230919
13701,Macitentan,-0.13684669,-0.0067174286,0.030690178,-0.018233359,-0.035876278,0.034319762,-5.7846308e-05,-0.2651143,0.14603566,-0.1256231,-0.06332747,0.24114388,0.061682194,-0.14834774,-0.14677967,0.08619713
13697,Sofosbuvir,-0.14815742,-0.01037921,-0.016109318,0.007604286,-0.021459315,-0.051719096,-0.062782705,-0.082525,0.10455023,-0.031266928,-0.042235464,0.19592479,0.031434238,-0.0999417,-0.1005913,0.020638607
13696,Luliconazole,-0.091572605,-0.16739781,-0.029035673,-0.09131493,0.035322227,0.103668176,0.02120234,-0.19117668,0.039885677,-0.07814374,-0.07421607,0.16041887,0.06589663,-0.027454875,-0.099316284,-0.0117518455
13694,Chlorcyclizine,-0.17639634,-0.08246697,0.106741235,0.073414594,0.15644848,-0.00016429275,0.18592362,-0.02413024,-0.029388428,0.041213214,0.0016918555,0.092129216,0.37629858,-0.05743845,-0.17379628,0.09624275
13673,Pomalidomide,-0.19514063,-0.21837248,-0.17484689,-0.19969414,-0.015597418,0.11765285,-0.17489049,-0.32338843,0.091028884,-0.2667787,-0.10483576,0.32511795,-0.0035154372,-0.17463413,-0.13471115,-0.072107546
13672,Dabrafenib,0.24339229,-0.14096396,-0.18240234,-0.13943669,-0.054138705,-0.01807822,-0.22779098,-0.18605359,0.12977746,-0.17156234,-0.030245222,-0.12538669,-0.51897585,-0.002696976,0.2985317,-0.092133224
13671,Trametinib,0.13415048,0.042228654,0.07064697,0.045324013,-0.06779814,-0.14938794,0.0071074367,-0.028100774,0.117728464,-0.08987419,0.006570384,-0.1216821,-0.2058981,0.04488132,0.18541077,0.040379055
13669,Afatinib,0.21748093,-0.06874835,-0.021767393,0.06259456,-0.08351639,-0.06031889,-0.1572698,-0.14816405,0.07402642,-0.100483105,0.03619206,-0.2795599,-0.4620902,0.022172384,0.28529805,-0.043567553
13667,Levomilnacipran,-0.24806306,-0.27219972,-0.015514709,-0.31357288,-0.07739487,0.17855752,-0.07254884,-0.3496203,0.23060344,-0.18033305,-0.10678597,0.3416463,0.20169127,-0.2810806,-0.140574,-0.02547047
13664,Fenbufen,-0.033463046,-0.1391493,-0.20385945,-0.17739424,-0.12133032,-0.021133687,-0.27514914,-0.05942613,0.102907225,-0.16833188,-0.07948872,0.27495444,-0.1982513,-0.13243967,-0.013376206,-0.10637483
13654,Etofenamate,0.07068331,0.03209813,-0.03417985,0.145275,0.0018043537,-0.010080874,0.076321274,0.057640225,-0.11353509,0.08900377,0.07333297,-0.13680804,-0.10488878,0.17365026,0.07086936,-0.0097568855
13651,Etidocaine,-0.11115111,0.22948779,0.071036786,-0.09493329,-0.057474438,-0.1014321,0.04260114,0.004614994,0.04264558,-0.0116867125,-0.107417956,0.30268142,0.16095403,-0.08950077,-0.09441839,-0.005670041
13630,Flubendazole,0.07935314,-0.510529,-0.35475475,-0.42493236,0.027413417,0.18370073,-0.346542,-0.48550847,0.23026022,-0.2801509,-0.11779585,0.003634192,-0.4633993,-0.20457044,0.26953495,-0.14392462
13624,Floctafenine,-0.0663932,-0.102757104,-0.13456869,-0.112640515,-0.07159352,0.09685005,-0.1966965,-0.10911901,0.07828424,-0.13015983,-0.09925246,0.28777435,-0.11128799,-0.14007853,-0.12937383,-0.023025751
13578,Ifenprodil,-0.17600214,-0.030034497,-0.04155165,-0.018039748,0.049338553,0.06319626,0.036154434,-0.07315029,-0.010415241,0.095098406,-0.11500782,0.25619948,0.23729855,-0.042683326,-0.1388721,-0.053957596
13569,Hexetidine,0.023688056,-0.33647674,-0.12116598,-0.1769422,-0.03817216,0.029039863,-0.15271935,-0.22357793,0.19211547,-0.086082585,-0.045511305,0.062482633,-0.23691615,-0.12281583,0.10953234,-0.049426243
13507,Dimetacrine,-0.016991146,0.18618841,0.0009424016,0.11749199,-0.07729092,0.02041049,0.023386091,0.29809934,-0.20422228,0.036113203,0.029073067,0.108484924,0.21514952,0.09707203,-0.15927292,-0.111688636
13504,Diosmin,0.16205198,-0.16553003,-0.07520564,0.07937518,0.03148963,0.12432462,-0.04864928,-0.006343901,-0.09355624,0.0073366165,0.015035301,-0.14766854,-0.20686996,0.011220805,0.016255975,-0.046339624
13497,Saxagliptin,-0.08871184,0.021294728,0.012526482,0.03440626,-0.08376461,0.07593739,0.010260135,-0.11890004,0.047120765,-0.044667765,-0.053717274,0.16507798,0.07084632,-0.012353055,-0.098404214,0.013220377
13300,Tyloxapol,-0.00019728392,-0.009926066,0.073536396,0.066768244,0.037847046,-0.006226223,0.13288648,0.14463973,-0.085559666,0.2555535,0.05731971,0.017180122,0.100803494,0.1434372,-0.05531539,-0.036496013
13280,Etravirine,-0.16126886,-0.23614934,-0.11012252,-0.19360095,0.047940675,0.06975186,-0.121325746,-0.26104444,0.10778226,-0.11571916,-0.06995165,0.22611699,-0.029062688,-0.09187478,-0.07683435,-0.09844937
13131,Apixaban,-0.16885468,-0.24441484,-0.087428324,-0.2692974,0.003236428,0.088828616,-0.09048985,-0.34509572,0.25411585,-0.2268562,-0.11715063,0.25438458,0.003279373,-0.19959377,-0.022652686,-0.011184655
12911,Agomelatine,-0.16053459,-0.18927765,0.055077642,-0.047509372,0.021090817,0.12581813,0.05927193,-0.15002723,0.15010075,0.0552471,-0.012003977,0.17671269,0.22669753,-0.1622694,-0.17308895,0.0654868
12897,Pazopanib,0.02215176,-0.07762527,-0.14687108,0.007724911,-0.10493444,-0.007955145,-0.20423412,-0.05565302,0.025844336,0.03987734,-0.020067085,0.05888007,-0.30658242,0.031104065,0.05300839,-0.06483334
12844,Lornoxicam,-0.06818158,-0.19618775,-0.18623386,-0.19252715,-0.07270655,0.11210527,-0.26154914,-0.2202945,0.16603409,-0.24097422,-0.12937643,0.2915917,-0.10325022,-0.16722359,-0.061553285,-0.031148084
12842,Sulfaphenazole,-0.15451542,-0.23443416,-0.07025538,-0.14485633,-0.0061341748,0.07910617,-0.10439542,-0.33325806,0.259504,-0.15518671,-0.092060365,0.17469715,0.018883765,-0.22356024,-0.0083256215,-0.026186503
12841,Naphazoline,-0.27157104,-0.24307439,0.14179993,-0.12741776,0.0030213483,0.17128125,0.18588684,-0.10701923,0.09146785,0.012289047,-0.020731457,0.22694507,0.44350615,-0.13391395,-0.22152887,0.14384332
12840,Nilvadipine,-0.23696345,-0.13731232,0.05121936,-0.123570345,0.13130754,-0.011766333,0.05291985,-0.3837412,0.32146874,-0.08507033,-0.08161221,0.2572719,0.17400622,-0.23833299,-0.09868103,0.13313049
12839,Methyltestosterone,0.060922913,-0.44309765,-0.38241705,-0.46979818,-0.045779385,0.18674543,-0.41753608,-0.533808,0.3353786,-0.46764848,-0.19371754,0.17140618,-0.47024196,-0.23000348,0.23216124,-0.14351588
12837,Fospropofol,-0.07772302,0.13439913,-0.34244534,-0.36120754,-0.08974518,-0.022890102,-0.317558,-0.12960589,0.00539051,-0.24881777,-0.13190483,0.43331495,-0.18777612,-0.12270362,0.042013545,-0.18583617
12836,Norelgestromin,0.05612191,0.21239199,0.030400693,0.21763167,-0.036655407,-0.030202616,0.045165703,0.3458709,-0.26003206,0.0036794543,0.06549177,0.018322974,0.13215688,0.07549728,-0.12477672,-0.043508615
12835,Propylhexedrine,-0.13177302,0.13150223,0.15646055,0.14400807,-0.11197139,0.020297844,0.1837226,0.22752619,-0.16751389,0.10811478,0.02654685,0.22170082,0.3621684,0.05376192,-0.28022367,0.06807248
12833,Fosaprepitant,-0.018873729,0.072181925,0.08054365,0.23364842,0.045951623,0.05369653,0.10230331,0.17995936,-0.19298922,0.16898078,0.030469596,0.033139173,0.21180955,0.18008512,-0.19546454,0.0034239553
12832,Stanozolol,0.035943795,-0.2863261,-0.3162701,-0.19322143,-0.0949882,0.0089873895,-0.3690759,-0.20072146,0.06914022,-0.26377004,-0.043280475,0.088768885,-0.481599,0.029095657,0.15481706,-0.16363722
12830,Desvenlafaxine,-0.1938515,-0.20837653,-0.07326036,-0.123185694,-0.008741979,0.19037071,-0.02903293,-0.13142744,0.08827957,-0.12419859,-0.028551199,0.25004148,0.19332698,-0.14673565,-0.23317365,0.07037066
12829,Dexmethylphenidate,-0.2683081,-0.124059506,-0.027763411,-0.15829867,-0.020750355,0.10175763,-0.014456958,-0.10262912,0.025246255,-0.1274089,-0.099163145,0.34649998,0.2914723,-0.15862557,-0.22427784,0.020107143
12828,Iobenguane,-0.22502786,-0.025867894,0.1881268,0.08857623,0.08331075,-0.08303301,0.33843237,0.026392132,0.015220292,0.14242518,0.070819534,0.04290758,0.37950155,0.055313192,-0.0938151,0.20303869
12827,Gadofosveset trisodium,-0.079213016,0.069923475,-0.05653484,-0.10096475,-0.09502435,0.08818944,-0.09164268,0.035870448,0.008532733,-0.074229166,-0.03964857,0.27826267,0.08010501,-0.06752794,-0.1700175,-0.006555684
12826,Fesoterodine,-0.34855342,-0.4407823,-0.07331063,-0.3012722,0.08957316,0.13592473,0.023241177,-0.2966104,0.2272591,0.03144233,-0.0782595,0.36304298,0.3138245,-0.2806195,-0.21437196,0.031503618
12824,Lumefantrine,-0.16111037,-0.15614343,-0.07721493,-0.1288631,0.005279273,0.029209603,-0.02985242,-0.29980218,0.0038247555,-0.1250045,-0.04970421,0.16164899,-0.0013040006,-0.008721419,-0.038893268,-0.10556373
12823,Methacholine,-0.19170669,-0.18326019,0.14258394,-0.02352041,0.14705025,0.062562704,0.30650693,0.12105924,-0.019860387,0.32214406,0.039794922,0.12104112,0.4678299,-0.10739574,-0.21687151,0.1436266
12822,Isometheptene,-0.111013986,-0.20461105,0.002640389,-0.32291916,-0.09851578,0.10406658,-0.026971318,-0.06206593,0.1570996,-0.15096566,-0.050011467,0.31565562,0.25105914,-0.28707272,-0.15444924,0.07834438
12821,Levonordefrin,-0.3168391,-0.25973105,0.15373951,-0.1106731,0.13174294,0.1744438,0.22210644,-0.194446,0.22358766,-0.07729299,-0.042459786,0.25794032,0.5224242,-0.27286515,-0.28610057,0.289542
12786,Dalfampridine,-0.11508163,0.1907029,0.30371612,0.33678764,0.0029600672,-0.23880999,0.35549283,0.37674087,-0.16994436,0.38733572,0.20181549,-0.19441715,0.20951468,0.18372735,-0.026700348,0.09223152
12780,Flupirtine,-0.15849867,-0.23971869,0.1044243,-0.08666464,0.017020192,0.10238896,0.16005261,0.037481844,0.008454576,-0.019282967,0.028152198,0.024814565,0.34355763,-0.11595293,-0.11261572,0.07618836
12758,Bosutinib,-0.005577363,0.09184517,0.0794601,0.30228785,0.02848595,-0.04767285,0.17808284,0.18080929,-0.19837902,0.1637885,0.11005963,-0.1789976,0.015382007,0.18805695,-0.0199451,0.06408227
12746,Vilazodone,-0.24493125,-0.28508562,-0.02997341,-0.20710143,0.04624978,0.1584139,-0.013529241,-0.31491512,0.16389588,-0.14002368,-0.038897727,0.2672846,0.1948525,-0.25010088,-0.19025128,0.02670198
12745,Ethanolamine oleate,-0.13850465,0.09836815,0.18573624,0.12286201,-0.06629062,-0.0026788004,0.16880532,0.20696038,0.023727462,0.13166395,0.046825774,0.13022342,0.33557996,0.0065975264,-0.21278556,0.106085114
12733,Pasireotide,-0.015467271,0.3860417,0.20605054,0.33813176,-0.015654735,-0.10478814,0.3228919,0.5313056,-0.29619247,0.33551317,0.07764853,-0.03182698,0.33610192,0.24937803,-0.15702395,0.074896045
12698,Mepyramine,-0.22793898,-0.3389659,-0.04685106,-0.28196597,0.012826353,0.14089657,-0.04007806,-0.2693138,0.19677868,-0.060242824,-0.07073261,0.29459733,0.20695534,-0.3099097,-0.14595799,0.04813484
12696,Artemether,-0.23428631,-0.20676044,-0.13222434,-0.2575467,-0.0018038042,0.0388198,-0.18115026,-0.51724404,0.26865834,-0.23827276,-0.17084043,0.37099448,-0.05150558,-0.23245046,-0.0539885,-0.04344843
12695,Xylometazoline,-0.28917426,-0.3142805,0.11749236,-0.21354626,0.04554795,0.22324207,0.15981607,-0.18897036,0.18927614,-0.025509626,0.002144754,0.21507469,0.44969192,-0.28572938,-0.23433025,0.16867816
12694,Dabigatran etexilate,-0.18673813,0.19213991,0.03818795,0.14153507,0.10772663,-0.049841966,0.025260508,-0.12788633,-0.03844346,-0.15883958,-0.03844715,0.122455865,0.16383442,-0.072001055,-0.12975518,0.06031421
12693,Betahistine,-0.07042757,-0.07647701,0.04023692,-0.02269417,-0.013813097,-0.0697093,0.0073868483,-0.0694868,0.1648841,0.053432524,-0.024217438,0.1299362,0.052423224,-0.10412713,-0.038167723,0.027288727
12692,Degarelix,-0.049709417,0.11689429,0.10572159,0.30523637,0.048222367,-0.057965737,0.20345478,0.2652312,-0.210187,0.26740336,0.1159052,-0.15319961,0.1983228,0.14250991,-0.07558608,-0.029047541
12676,Bisacodyl,0.16402557,-0.1900023,-0.13287997,0.077964276,0.07475726,0.06745672,-0.07625781,-0.094317324,-0.048786804,0.029221535,0.01061397,-0.2524754,-0.32483846,0.104911916,0.1704906,-0.10387266
12670,Cytisine,-0.09491887,0.27231294,0.16635051,0.20641014,-0.010493495,-0.07520713,0.18224283,0.11263144,-0.068063766,0.15816534,-0.0137720555,0.060831495,0.29367015,-0.03962072,-0.16578053,0.008563321
12665,Captodiame,-0.15794766,-0.20632523,0.116592586,-0.060712874,0.049682934,0.099105254,0.11973168,0.059280455,0.07379857,0.15009764,0.012536444,0.11470034,0.34269777,-0.17431988,-0.16783579,0.08564558
12661,Bromopride,-0.16903472,-0.09658411,0.040535122,-0.033124983,0.0651838,0.06863938,0.14243262,0.088012666,0.008528128,0.09801152,0.012817889,0.15416087,0.29646972,-0.0937094,-0.18266268,0.077868246
12660,Brotizolam,0.085402116,0.15673442,0.14202783,0.34594178,-0.015660733,-0.052742902,0.19266112,0.30063897,-0.2388338,0.17713702,0.07262371,-0.13664615,0.08132088,0.26517326,-0.078987345,0.052450202
